,host,app,app count,Forcepoint ThreatSeeker,sophos,Comodo Valkyrie Verdict,BitDefender,alphaMountain.ai,Webroot,Dr.Web,Websense ThreatSeeker,Alexa,TrendMicro
1303,e.sogou.com,{'com.sg.sledog'},"1
",search engines and portals,search engines,media sharing,searchengines,,,,,,
1304,hreport.meituan.com,{'com.sankuai.meituan.takeoutnew'},"1
",shopping,online shopping,media sharing,,,,,,,
1305,open.meituan.com,{'com.sankuai.meituan.takeoutnew'},"1
",,,,,,,,,,
1306,wmapi.meituan.com,{'com.sankuai.meituan.takeoutnew'},"1
",shopping,,,onlineshop,,,,,,
1307,portal-portm.meituan.com,{'com.sankuai.meituan.takeoutnew'},"1
",shopping,,,onlineshop,,,,,,
1308,weizhang.58.com,{'com.wuba.weizhang'},"1
",vehicles,auctions and classified ads,,travel,,,,,,
1309,lego.58.com,{'com.wuba.weizhang'},"1
",,,,,,,,,,
1310,47.97.196.182,{'com.kaistart.android'},"1
",,,,,,,,,,
1311,datainterface.5fun.net,{'com.join.android.app.mgsim'},"1
",personal network storage and backup,,media sharing,,,,,,,
1312,adttrackingprd.hwwt8.com,{'com.yek.android.kfc.activitys'},"1
",,,media sharing,,,,,,,
1313,dynamicad.kfc.com.cn,{'com.yek.android.kfc.activitys'},"1
",,,,,,,,,,
1314,api.seniverse.com,{'com.ksballetba.one'},"1
",,,,,,,,,,
1315,a4-v2.easemob.com,{'com.huanyin.magic'},"1
",,,,,,,,,,
1316,attribute.doviapps.com,{'com.thinkyeah.galleryvault'},"1
",,,,business,,,,,,
1317,console-search-outer.cn-shanghai.log.aliyuncs.com,{'com.alibaba.aliyun'},"1
",information technology,information technology,,parked,,,,,,
1318,121.42.138.177,{'com.roamingsoft.manager'},"1
",uncategorized,,,,,,,,,
1319,www.adview.cn,{'com.roamingsoft.manager'},"1
",business and economy,information technology,,ads,,,,,,
1320,l.test.amnetapi.com,{'com.tutao.picyoung'},"1
",,,,,,,,,,
1321,pocket.zhenxiangpa.com,{'com.lzu.yuh.lzu'},"1
",,,,,,,,,,
1322,mobads-logs.baidu.com,{'com.sinyee.babybus.travelsafety'},"1
",search engines and portals,search engines,,searchengines,,,,,,
1323,a.cytxl.com.cn,{'com.chinamobile.contacts.im'},"1
",business and economy,,media sharing,,,Business and Economy,,,,
1324,c.51wnl-cq.com,{'com.youloft.calendar'},"1
",application and software download,,media sharing,,,,,,,
1325,api.iweek.ly,{'com.rakutec.android.iweekly'},"1
",business and economy,,,,,,,,,
1326,apis-hotfix.taobao.com,{'com.rakutec.android.iweekly'},"1
",internet auctions,online shopping,media sharing,onlineshop,,,,,,
1327,lbsservice.10101111.com,{'com.szzc.ucar.pilot'},"1
",,,,,,,,,,
1328,789.kakamobi.cn,{'cn.mucang.xiaomi.android'},"1
",pay-to-surf,,media sharing,,,,,,,
1329,cheyouquan.kakamobi.com,{'cn.mucang.xiaomi.android'},"1
",business and economy,,,,,,,,,
1330,traffic.wz.kakamobi.com,{'cn.mucang.xiaomi.android'},"1
",business and economy,,media sharing,,,,,,,
1331,smart-789.kakamobi.cn,{'cn.mucang.xiaomi.android'},"1
",pay-to-surf,,media sharing,,,,,,,
1332,telepathy.kakamobi.com,{'cn.mucang.xiaomi.android'},"1
",business and economy,,,,,,,,,
1333,login.wz.kakamobi.com,{'cn.mucang.xiaomi.android'},"1
",business and economy,,media sharing,,,,,,,
1334,ai.kakamobi.cn,{'cn.mucang.xiaomi.android'},"1
",pay-to-surf,,,,,Business and Economy,,,,
1335,cheetah.mucang.cn,{'cn.mucang.xiaomi.android'},"1
",business and economy,general business,,,,,,,,
1336,jupiter.kakamobi.cn,{'cn.mucang.xiaomi.android'},"1
",pay-to-surf,,,,,Business and Economy,,,,
1337,config.kakamobi.com,{'cn.mucang.xiaomi.android'},"1
",business and economy,,,,,,,,,
1338,oort-shipper.kakamobi.cn,{'cn.mucang.xiaomi.android'},"1
",pay-to-surf,general business,,,,,,,,
1339,apprd.weidai.com.cn,{'com.joe.holi'},"1
",,,,,,,,,,
1340,zjz.uzero.cn,{'com.uzero.cn.zhengjianzhao'},"1
",,,,,,,,,,
1341,upload.easyread.163.com,{'com.netease.pris'},"1
",search engines and portals,,,portals,,,,,,
1342,easyread.163.com,{'com.netease.pris'},"1
",,,,,,,,,,
1343,yaolu.mh.163.com,{'com.netease.pris'},"1
",search engines and portals,portal sites,,portals,,,,,,
1344,yuedust.yuedu.126.net,{'com.netease.pris'},"1
",information technology,news,,portals,,,,,,
1345,api.v2.sdk.lieying.cn,{'com.iooly.android.lockscreen'},"1
",business and economy,general business,,,,,,,,
1346,ad.partner.gifshow.com,{'com.dreamtd.kjshenqi'},"1
",blogs and personal sites,information technology,,,,,,,,
1347,note.youdao.com,{'com.youdao.note'},"1
",personal network storage and backup,search engines,,searchengines,"File Sharing/Storage, Search Engines/Portals",,,,,
1348,ip.lx.netease.com,{'com.youdao.note'},"1
",,,,,,,,,,
1349,push.lx.netease.com,{'com.youdao.note'},"1
",,,,,,,,,,
1350,advert.lx.netease.com,{'com.youdao.note'},"1
",search engines and portals,information technology,,news,,,,,,
1351,m.note.youdao.com,{'com.youdao.note'},"1
",search engines and portals,search engines,,searchengines,,,,,,
1352,task.vega.kakamobi.cn,{'com.handsgo.jiakao.android'},"1
",pay-to-surf,,,,,,,,,
1353,master-mercury.kakamobi.cn,{'com.handsgo.jiakao.android'},"1
",pay-to-surf,,,,,,,,,
1354,slave0-mercury.kakamobi.cn,{'com.handsgo.jiakao.android'},"1
",pay-to-surf,,,,,,,,,
1355,api.eyepetizer.net,{'com.wandoujia.eyepetizer'},"1
",,,,,,,,,,
1356,baobab.kaiyanapp.com,{'com.wandoujia.eyepetizer'},"1
",society and lifestyles,,,,,,,,,
1357,qrcode.topscan.com,{'com.youba.barcode'},"1
",,,,,,,,,,
1358,wupd.lingnanpass.com,{'com.lingnanpass'},"1
",,,,,,,,,,
1359,engine.tuicoco.com,{'com.mvtrail.beatlooper.cn'},"1
",business and economy,,,,Suspicious,,,,,
1360,tjj.jia.com,{'com.qijia.o2o'},"1
",advertisements,general business,media sharing,business,,,,,,
1361,ip.3322.net,{'com.qijia.o2o'},"1
",illegal or questionable,information technology,media sharing,,"Hosting, Malicious",Malware Sites,,,,
1362,o28532.ingest.sentry.io,{'com.getsomeheadspace.android'},"1
",information technology,information technology,,computersandsoftware,,,,,,
1363,crash.bigo.sg,{'video.like'},"1
",,,,,,,,,,
1364,adspot.tfgapps.com,{'com.topfreegames.bikeracefreeworld'},"1
",,content delivery,,,,,,,,
1365,auto-api.yelp.com,{'com.yelp.android'},"1
",,,,,,,,,,
1366,m.quantcount.com,{'com.duolingo'},"1
",web analytics,information technology,media sharing,,,,,,,
1367,api.prod.mwx.ext.mobilityware.com,{'com.mobilityware.solitaire'},"1
",business and economy,information technology,,misc,,,,,,
1368,sentry.soulplatform.com,{'com.getpure.pure'},"1
",information technology,,,,,,,,,
1369,myhome.zenkube.com,{'com.spacegame.homedesign'},"1
",advertisements,,,,,,,,,
1370,myntra.helpshift.com,{'com.myntra.android'},"1
",,,,business,,,,information technology,,
1371,touch.myntra.com,{'com.myntra.android'},"1
",shopping,online shopping,,onlineshop,,Shopping,,,,
1372,tr.adsmoloco.com,{'com.sampleapp'},"1
",,,,,,,,,,
1373,shark.uoocool.com,{'com.UCMobile.intl'},"1
",parked domain,general business,,,,,,,,
1374,app.adjust.net.in,{'com.roposo.android'},"1
",parked domain,parked domains,unknown,,Parked Site,,,,,
1375,t.singular.net,{'com.matchlatam.parperfeitoapp'},"1
",,,,,,,,,,
1376,api.groupon.com,{'com.groupon'},"1
",shopping,online shopping,,marketing,,,,,,
1377,service.sponsorpay.com,{'com.nekki.vector'},"1
",information technology,information technology,media sharing,business,,Business and Economy,,,,
1378,app.cyberlink.com,{'com.cyberlink.powerdirector.DRA140225_01'},"1
",information technology,,,computersandsoftware,,,,,,
1379,analytics.gismart.xyz,{'com.gismart.realpianofree'},"1
",elevated exposure,,,,Unrated,,,,,
1380,sg.api.beautyplus.meitu.com,{'com.commsource.beautyplus.apk'},"1
",business and economy,,,computersandsoftware,,,,,,
1381,api.beautyplus.com,{'com.commsource.beautyplus.apk'},"1
",application and software download,information technology,,,,,,,,
1382,dm16.byteoversea.com,{'app.buzz.share'},"1
",information technology,information technology,,,,,,,,
1383,mon.sgsnssdk.com,{'app.buzz.share'},"1
",information technology,information technology,,,,,,,,
1384,api-sing.smule.com,{'com.smule.singandroid'},"1
",information technology,entertainment,,business,,,,,,
1385,apps2-hk.outfit7.com,{'com.outfit7.talkingtomgoldrun'},"1
",,,,,,,,,,
1386,vik-analytics.moonactive.net,{'com.moonactive.coinmaster'},"1
",games,information technology,,business,,,,,,
1387,cr-eec.etp-prod.com,{'com.crunchyroll.crunchyroid'},"1
",,content delivery,,,,,,,,
1388,money.dailyhunt.in,{'com.eterno'},"1
",information technology,news,media sharing,,,,,,,
1389,api-news.dailyhunt.in,{'com.eterno'},"1
",,,,,,,,,,
1390,prod-pullnotification.dailyhunt.in,{'com.eterno'},"1
",information technology,news,media sharing,,,,,,,
1391,assets-news-bcdn.dailyhunt.in,{'com.eterno'},"1
",information technology,news,,marketing,"Information Technology, News",,,,,
1392,acq-news.dailyhunt.in,{'com.eterno'},"1
",information technology,news,,marketing,,,,,,
1393,assets-news-bcdn-ll.dailyhunt.in,{'com.eterno'},"1
",,,,,,,,,,
1394,origin-api-dhtv.dailyhunt.in,{'com.eterno'},"1
",information technology,news,,marketing,,,,,,
1395,app.saygames.io,{'com.time.trigger'},"1
",parked domain,games,media sharing,,,,,,,
1396,gateway.papermobi.com,{'com.combineinc.streetracing.driftthreeD'},"1
",information technology,general business,media sharing,,,,,,,
1397,c.webengage.com,{'com.unacademyapp'},"1
",hosted business applications,information technology,media sharing,im,,,,,,
1398,api.leanplum.com,{'com.grability.rappi'},"1
",business and economy,general business,media sharing,ads,,,,,,
1399,rakam-rappi-webapp-882761509.us-west-2.aws.getrakam.com,{'com.grability.rappi'},"1
",web analytics,information technology,media sharing,,,,,,,
1400,marketing-ssl.upsight-api.com,{'com.ea.game.easportsufc_row'},"1
",business and economy,general business,,,,,,,,
1401,mymessage.asus.com,{'com.asus.ia.asusapp'},"1
",,,,,,,,,,
1402,adchk.fivecdm.com,{'com.COMICSMART.GANMA'},"1
",advertisements,general business,media sharing,hosting,,,,,,
1403,subwayfranchiseeadvertising.sc.omtrdc.net,{'com.subway.mobile.subwayapp03'},"1
",web analytics,,,business,,,,,,
1404,aax-us-east.amazon-adsystem.com,{'com.imdb.mobile'},"1
",advertisements,advertisements,,computersandsoftware,"Ads/Analytics, Information Technology",,,,,
1405,www.amazon.in,{'in.amazon.mShop.android.shopping'},"1
",shopping,"online shopping, general internet",mobile communications,onlineshop,,,,,,
1406,msh.amazon.in,{'in.amazon.mShop.android.shopping'},"1
",shopping,,,onlineshop,,,,,,
1407,msh-tablet.amazon.in,{'in.amazon.mShop.android.shopping'},"1
",shopping,,,onlineshop,,,,,,
1408,settings.prod.topeleven.com,{'eu.nordeus.topeleven.android'},"1
",,,,,,,,,,
1409,api.zomato.com,{'com.application.zomato'},"1
",,,,,,,,,,
1410,mag-cn.amazon.cn,{'com.amazon.mShop.android.shopping'},"1
",,,,,,,,,,
1411,groot.ivi.ru,{'ru.ivi.client'},"1
",streaming media,,,entertainment,,,adult content,,,
1412,cfg.ws.pho.to,{'vsin.t16_funny_photo'},"1
",personal network storage and backup,information technology,media sharing,,,,,,,
1413,photolabsocialapi.pho.to,{'vsin.t16_funny_photo'},"1
",personal network storage and backup,information technology,media sharing,,,,,,,
1414,banner.ws.pho.to,{'vsin.t16_funny_photo'},"1
",personal network storage and backup,information technology,,marketing,,,,,,
1415,androidlog.ws.pho.to,{'vsin.t16_funny_photo'},"1
",personal network storage and backup,information technology,media sharing,,,,,,,
1416,ads.tapdaq.com,{'jp.ne.ibis.ibispaintx.app'},"1
",,,,,,,,,,
1417,api.gojekapi.com,{'com.gojek.app'},"1
",,,,,,,,,,
1418,track.tenjin.io,{'io.voodoo.paper2'},"1
",information technology,information technology,,computersandsoftware,"Business/Economy, Information Technology",,,,,
1419,mobile.yandexadexchange.net,{'ru.hh.android'},"1
",information technology,information technology,,business,,,,,,
1420,nelo2-col.navercorp.com,{'com.nhn.android.search'},"1
",information technology,information technology,media sharing,,,,,,,
1421,zen.yandex.ru,{'ru.yandex.searchplugin'},"1
",information technology,reference,media sharing,misc,"News, Search Engines/Portals",,,,,
1422,passport.yandex.ru,{'ru.yandex.searchplugin'},"1
",business and economy,search engines,,searchengines,Search Engines/Portals,Internet Portals,,,,
1423,www.saavn.com,{'com.jio.media.jiobeats'},"1
",streaming media,entertainment,,,,,,,,
1424,cra_s.3g.cn,{'com.jb.gosms'},"1
",information technology,information technology,,computersandsoftware,,,,,,
1425,api.connecto.io,{'com.girnarsoft.cardekho'},"1
",business and economy,information technology,,marketing,,,,,,
1426,api.greedygame.com,{'com.axndx.ig'},"1
",,,,,,,,,,
1427,o332629.ingest.sentry.io,{'video.reface.app'},"1
",information technology,information technology,,computersandsoftware,,,,,,
1428,sdktm.w.inmobi.com,{'com.ogqcorp.bgh'},"1
",web analytics,advertisements,media sharing,news,,,,,,
1429,raven.clubfactory.com,{'club.fromfactory'},"1
",business and economy,online shopping,,business,,,,,,
1430,mediation.fyber.com,{'com.ketchapp.knifehit'},"1
",business and economy,information technology,media sharing,,,,,,,
1431,endpoint1.collection.eu.sumologic.com,{'com.lucktastic.scratch'},"1
",information technology,general business,,marketing,,,,,,
1432,clad.cyberlink.com,{'com.cyberlink.photodirector'},"1
",,,,,,,,,,
1433,cfg.skollabs.com,{'com.skollabs.tattoo'},"1
",search engines and portals,online shopping,media sharing,,,,,,,
1434,android.public.astrsk.net,{'jp.co.recruit.mtl.cameran.android'},"1
",,,,,,,,,,
1435,api.live.meitu.com,{'com.meitu.meipaimv'},"1
",,,,,,,,,,
1436,push.meipai.com,{'com.meitu.meipaimv'},"1
",business and economy,,,,,,,,,
1437,api.meipai.com,{'com.meitu.meipaimv'},"1
",,,,,,,,,,
1438,img.app.meitudata.com,{'com.meitu.meipaimv'},"1
",information technology,information technology,,,,,,,,
1439,mvmusic2.meitudata.com,{'com.meitu.meipaimv'},"1
",information technology,information technology,,parked,,Business and Economy,,,,
1440,mvmusic1.meitudata.com,{'com.meitu.meipaimv'},"1
",information technology,,,parked,,,,,,
1441,124.204.65.84,{'com.ctdsbwz.kct'},"1
",,,,,,,,,,
1442,jmwap.ctdsb.net,{'com.ctdsbwz.kct'},"1
",travel,,unknown,,,Society,,,,
1443,cfg.zaozhidao.net.cn,{'com.knew.feed'},"1
",,,,,,,,,,
1444,212.64.7.169,{'com.knew.feed'},"1
",,,,,,,,,,
1445,www.qszzz.cn,{'com.sjcdjsq.app'},"1
",,,,,,,,,,
1446,unilog.wostore.cn,{'com.xs.cn'},"1
",blogs and personal sites,online shopping,media sharing,,,,,,,
1447,mw.app.qq.com,{'shutdown.namespace'},"1
",search engines and portals,portal sites,,portals,,,,,,
1448,dwzzz.people.cn,{'com.peopledaily.communistparty'},"1
",,,,,,,,,,
1449,dwxw.people.cn,{'com.peopledaily.communistparty'},"1
",news and media,,,marketing,,,,,,
1450,api.cluster.junshijia.com,{'com.miercnnew.app'},"1
",,,,,,,,,,
1451,att.cootekservice.com,{'com.miercnnew.app'},"1
",business and economy,general business,,,,,,,,
1452,ga.badambiz.com,{'com.ziipin.softkeyboard'},"1
",,,,,,,,,,
1453,weiyu.ime.badambiz.com,{'com.ziipin.softkeyboard'},"1
",information technology,information technology,,business,,,,,,
1454,api.cctv.cn,{'com.cctv.ugc'},"1
",news and media,,,,,,,,,
1455,report1.mokayuedu.com,{'com.myyh.mkyd'},"1
",,,,,,,,,,
1456,gate1.mokayuedu.com,{'com.myyh.mkyd'},"1
",,,,,,,,,,
1457,client.api.iymbl.com,{'com.iymbl.reader'},"1
",,,,,,,,,,
1458,zwsc.cread.com,{'com.lining.singlebook'},"1
",,,,,,,,,,
1459,zwsc.ikanshu.cn,{'com.lining.singlebook'},"1
",entertainment,,,business,,,,,,
1460,zlog.ikanshu.cn,{'com.lining.singlebook'},"1
",entertainment,,,business,,,,,,
1461,androidads21.adcolony.com,{'com.ghostmobile.thefileconverterfree'},"1
",advertisements,general business,,ads,,,,,,
1462,4bb0e-a9be1.api.pushwoosh.com,{'com.cadenas.cadmodels'},"1
",information technology,,,education,,,,,,
1463,mlog.chinanetcenter.com,{'cn.cnr.chinaradio'},"1
",business and economy,information technology,media sharing,business,,,,,,
1464,stat.firebullvip.com,{'com.waqu.android.vertical_awkward'},"1
",,,,,,,,,,
1465,www.firebullvip.com,{'com.waqu.android.vertical_awkward'},"1
",,,,,,Entertainment and Arts,,,,
1466,120.55.105.191,{'com.waqu.android.vertical_awkward'},"1
",,,,,,,,,,
1467,picstat.firebullvip.com,{'com.waqu.android.vertical_awkward'},"1
",,,,,,,,,,
1468,101.201.64.72,{'com.waqu.android.vertical_awkward'},"1
",,,unknown,,,,,,,
1469,dsj.ahbztv.com,{'com.tidemedia.bozhou'},"1
",,,,,,,,,,
1470,mhmp.glorymobi.com,{'com.MoScreen'},"1
",,,,,,,,,,
1471,101.200.34.90,{'com.waqu.android.vertical_awkward'},"1
",,,,,,,,,,
1472,106.14.0.126,{'com.waqu.android.vertical_awkward'},"1
",uncategorized,,,,,,,,,
1473,api.motie.com,{'com.laikan.reader'},"1
",,,,business,,,,business and economy,,
1474,logging.motie.com,{'com.laikan.reader'},"1
",,,,business,,,,business and economy,,
1475,kxxf.net.cn,{'com.midcompany.zs119'},"1
",,,,,,,,,,
1476,api4.tuisong.baidu.com,{'com.midcompany.zs119'},"1
",search engines and portals,search engines,,searchengines,,,,,,
1477,m.sostation.com,{'com.sostation.mbreader'},"1
",,,,,,,,,,
1478,oss.mail.qq.com,{'com.tencent.weread'},"1
",general email,web e mail,,portals,,,,,,
1479,zmt-api.hljtv.com,{'com.hoge.android.app.hljapp'},"1
",,,,,,,,,,
1480,ai.sm.cn,{'com.quark.browser'},"1
",information technology,information technology,media sharing,,,,,,,
1481,hbimg.huabanimg.com,{'com.huaban.android'},"1
",business and economy,blogs and forums,,,,,,,,
1482,api.nttv.cn,{'com.cutv.mobile.zsntclient'},"1
",,,,,,,,,,
1483,uaction.nttv.cn,{'com.cutv.mobile.zsntclient'},"1
",,,,,,,,,,
1484,ad.proxy.huisuoping.com,{'com.cashcomic'},"1
",business and economy,,,,,,,,,
1485,api.ancoll.huadongmedia.com,{'com.cashcomic'},"1
",business and economy,,media sharing,computersandsoftware,,,,,,
1486,www.xm.ybxww.com,{'com.huaxi100.city.yb'},"1
",,,,,,,,,,
1487,ts.kuwo.cn,{'com.chuanghai.listen.day'},"1
",entertainment,entertainment,media sharing,radiomusic,,,,,,
1488,view.mediav.com,{'com.android.car.wikipedia'},"1
",advertisements,,,business,,,,,,
1489,api.thefair.net.cn,{'com.thefair.newthefair.payment'},"1
",,,,,,,,,,
1490,192.168.137.23,{'com.tcl.nscreen'},"1
",private ip addresses,,,,,,,,,
1491,register.xmpush.xiaomi.com,{'fm.qingting.xiangsheng.qtradio'},"1
",shopping,information technology,media sharing,business,,,,,,
1492,s2.adfox.cn,{'com.adfox.games'},"1
",business and economy,,,,,,,,,
1493,anzhuo.adfox.cn,{'com.adfox.games'},"1
",business and economy,information technology,media sharing,,,,,,,
1494,www.lingeye.com,{'com.lingeye.fow.antivirusclient'},"1
",,,,,,,,,,
1495,ad.zhidian3g.cn,{'com.pyss'},"1
",information technology,,media sharing,,,,,,,
1496,mapi.hebei.com.cn,{'com.changcheng.newsapp'},"1
",,,,,,,,,,
1497,s.oadz.com,{'com.yaodu.drug'},"1
",information technology,general business,media sharing,,,,,,,
1498,sdk.mobcent.com,{'com.appbyme.app128390'},"1
",information technology,,,parked,,,,,,
1499,m.api.yznews.cn,{'com.cmstop.yangzhounews'},"1
",,,,,,,,,,
1500,api.mgtool.cn,{'com.bfire.da.nui'},"1
",,,media sharing,,,,,,,
1501,mbsug.ssl.so.com,{'com.lite.infoflow'},"1
",search engines and portals,search engines,media sharing,searchengines,,,,,,
1502,res.qhupdate.com,{'com.lite.infoflow'},"1
",business and economy,information technology,media sharing,,,,,,,
1503,sdk.look.360.cn,{'com.lite.infoflow'},"1
",information technology,download freeware and shareware,media sharing,computersandsoftware,,,,,,
1504,api.look.360.cn,{'com.lite.infoflow'},"1
",information technology,download freeware and shareware,media sharing,,,,,,,
1505,api.lailiang.cn,{'com.aishukeem360.ledu'},"1
",,,,,,,,,,
1506,mapi-plus.fjtv.net,{'com.hoge.android.app.fujian'},"1
",,,,,,,,,,
1507,ver.badambiz.com,{'com.badam.softcenter'},"1
",,,,,,,,,,
1508,api.xiaoshuodq.com,{'com.fantuantanshujbk'},"1
",,,,,,,,,,
1509,mobile.wifizs.cn,{'com.hoge.android.app.zhoushan'},"1
",,,,,,,,,,
1510,hayu.ime.badambiz.com,{'com.ziipin.softkeyboard.kazakh'},"1
",information technology,,,business,,,,,,
1511,vogue.adsame.com,{'com.insthub.voguemini'},"1
",,,,,,,,,,
1512,ca.adstyle.com.cn,{'com.insthub.voguemini'},"1
",,,,,,,,,,
1513,techain.baidu.com,{'cn.opda.a.phonoalbumshoushou'},"1
",,,,,,,,,,
1514,sjws-pay.baidu.com,{'cn.opda.a.phonoalbumshoushou'},"1
",,,,searchengines,,,,,,
1515,sjws-fbapi.baidu.com,{'cn.opda.a.phonoalbumshoushou'},"1
",,,,searchengines,,,,search engines and portals,,
1516,api.ping2.com.cn,{'com.pingfang.cordova'},"1
",,,,,,,,,,
1517,www.cooguo.com,{'com.masaila.fontchangergalaxy'},"1
",malicious web sites. mobile malware. business and economy,,,,"Information Technology, Malicious",Business and Economy,,,,
1518,android-api.ccplay.cn,{'com.lion.market'},"1
",games,,media sharing,,,,,,,
1519,api.cqliving.com,{'com.xhl.cq'},"1
",search engines and portals,,,parked,,,,,,
1520,app.site.10yan.com.cn,{'com.im.zhsy'},"1
",government,,,,,,,,,
1521,syttapi.onfun.net,{'com.im.zhsy'},"1
",,,,,,,,,,
1522,bbsapi.10yan.com.cn,{'com.im.zhsy'},"1
",,,,,,,,,,
1523,im.social.jingyu.com,{'com.ihuayue.jingyu'},"1
",,,,,,,,,,
1524,118.178.85.2,{'com.ihuayue.jingyu'},"1
",uncategorized,,,,,,,,,
1525,www.jingyu.com,{'com.ihuayue.jingyu'},"1
",entertainment,,,,,,,,,
1526,community.jingyu.com,{'com.ihuayue.jingyu'},"1
",entertainment,entertainment,,,,Entertainment and Arts,,,,
1527,antt.did.ijinshan.com,{'com.antutu.videobench'},"1
",information technology,,,computersandsoftware,,,,,,
1528,certinfo.antutu.net,{'com.antutu.videobench'},"1
",information technology,information technology,,misc,,,,,,
1529,gw.playdata.cn,{'com.wefound.epaper.market'},"1
",uncategorized,,,,,,,,,
1530,mobile.zhyantai.com,{'com.hoge.android.app.yantai'},"1
",,,,,,,,,,
1531,tt.jxnews.com.cn,{'com.jxnews.wzjx'},"1
",,,,,,,,,,
1532,v3.shucong.com,{'com.cong.reader'},"1
",,,,,,,,entertainment,,
1533,mcgi.v.qq.com,{'com.wenhui.ebook'},"1
",search engines and portals,video hosting,media sharing,portals,,Streaming Media,,,,
1534,auction-banner.unityads.unity3d.com,{'hu.tagsoft.ttorrent.lite'},"1
",information technology,information technology,,business,,,,,,
1535,mobile.appwuhan.com,{'com.hoge.android.wuhan'},"1
",uncategorized,,,,,,,,,
1536,app.xiaogechui.cn,{'com.lz.xgc'},"1
",,,,,,,,,,
1537,lz-notice.oss-cn-hangzhou.aliyuncs.com,{'com.lz.xgc'},"1
",,,,,,,,,,
1538,api.910app.com,{'com.Qfun.flickfishing'},"1
",games,,media sharing,business,,,,,,
1539,appcloud.v-secure.cn,{'com.jingyun.vsecure'},"1
",,,,,,,,,,
1540,feed.shida.sogou.com,{'com.sogou.se.sogouhotspot'},"1
",,,,,,,,,,
1541,account.sogou.com,{'com.sogou.se.sogouhotspot'},"1
",search engines and portals,search engines,,searchengines,Search Engines/Portals,Search Engines,,,,
1542,woa.sdo.com,{'com.u17.comic.pad'},"1
",games,games,media sharing,business,,,,,,
1543,api.bi.vpgame.com,{'com.vpgame.eric'},"1
",,,,,,,,,,
1544,api.vpgame.com,{'com.vpgame.eric'},"1
",,,,,,,,,,
1545,ad.rayli.com.cn,{'cn.com.rayli.magazinehouse'},"1
",advertisements,entertainment,media sharing,,,,,,,
1546,client.api.paojiao.cn,{'co.font.market'},"1
",,,,,,,,,,
1547,path.book.qq.com,{'com.yuewen.yqacg'},"1
",,,,,,,,,,
1548,sentry.qidian.com,{'com.yuewen.yqacg'},"1
",,,,,,,,,,
1549,ptlogin.qidian.com,{'com.yuewen.yqacg'},"1
",entertainment,entertainment,media sharing,entertainment,,,,,,
1550,wifitj.pegasus-mobile.com,{'com.wifi.box'},"1
",information technology,information technology,,business,,,,,,
1551,cmswebv38.aheading.com,{'com.aheading.news.hengyangribao'},"1
",,,,,,,,,,
1552,cmsapiv38.aheading.com,{'com.aheading.news.hengyangribao'},"1
",,,,,,,,,,
1553,jiami.ikanshu.cn,{'com.mfcdxiaoshuo.book'},"1
",entertainment,,media sharing,,,,,,,
1554,cx.ikanshu.cn,{'com.mfcdxiaoshuo.book'},"1
",entertainment,,media sharing,,,,,,,
1555,ad.cread.com,{'com.mfcdxiaoshuo.book'},"1
",entertainment,,,,,,,,,
1556,zwyh.ikanshu.cn,{'com.mfcdxiaoshuo.book'},"1
",entertainment,,,business,,,,,,
1557,mobile.jiaxingren.com,{'com.hoge.android.app.hdd'},"1
",,,,,,,,,,
1558,cbadata.m.sohu.com,{'com.sohu.cba'},"1
",,,,portals,,,,search engines and portals,,
1559,120.55.144.200,{'com.founder.qujing'},"1
",,,,,,,,,,
1560,api.huolea.com,{'com.huolea.bull'},"1
",,,,,,,,,,
1561,feedapi.huolea.com,{'com.huolea.bull'},"1
",,,,,,,,,,
1562,app2.zhulang.com,{'com.kong.app.book.fengniao'},"1
",,,,onlineshop,,,,entertainment,,
1563,api.qugushi.net,{'com.ziqun.story'},"1
",,,,,,,,,,
1564,appkp.ccwb.cn,{'cn.cc1w.app.ui'},"1
",financial data and services,news,media sharing,,,,,,,
1565,android.xingread.cn,{'cn.xingread.free'},"1
",,,,,,,,,,
1566,api.fenbuwenhua.com,{'cn.xingread.free'},"1
",,,,,,,,,,
1567,mobile.mytaizhou.net,{'com.hoge.android.app.taizhou'},"1
",,,,,,,,,,
1568,mapi.mytaizhou.net,{'com.hoge.android.app.taizhou'},"1
",,,,,,,,,,
1569,jfmallsc.cloud.hoge.cn,{'com.hoge.android.app.taizhou'},"1
",,,,,,,,,,
1570,webapi.kaopu001.com,{'com.kaopu.android.assistant'},"1
",games,,,,,,known infection source,,,
1571,api.thecover.cn,{'cn.thecover.www.covermedia'},"1
",society and lifestyles,,media sharing,,,,,,,
1572,123.150.76.210,{'com.hsw.zhangshangxian'},"1
",,,,,,,,,,
1573,textbox.aitype.net,{'com.aitype.android'},"1
",,,,,,,,,,
1574,log.ttplus.cn,{'com.tysci.titan'},"1
",sports,,unknown,,,,,,,
1575,beauty.sillydong.com,{'czd.android.ring'},"1
",,,,,,,,,,
1576,passport.qiku.com,{'com.android.remotecare.qiku'},"1
",business and economy,general business,media sharing,blogs,,,,,,
1577,dns.cloud.qiku.com,{'com.android.remotecare.qiku'},"1
",business and economy,,,blogs,,,,,,
1578,38.68.135.54,{'booster.cleaner.optimizer'},"1
",,,,,,,,,,
1579,sdk01.adecosystems.net,{'booster.cleaner.optimizer'},"1
",,,,,,,,,,
1580,www.punchbox.org,{'com.battery.optimization.specialist.app'},"1
",,,,,,,,,,
